unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!Nurgle_Abomination
nurgle_abomination	nanu_dynamic_ror_ability_all_arcane_blast	False
nurgle_abomination	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_healing	False
nurgle_abomination	nanu_dynamic_ror_ability_all_aura_of_hexing	False
nurgle_abomination	nanu_dynamic_ror_ability_all_barrier_boost	False
nurgle_abomination	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
nurgle_abomination	nanu_dynamic_ror_ability_all_chain_lightning	False
nurgle_abomination	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
nurgle_abomination	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
nurgle_abomination	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
nurgle_abomination	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
nurgle_abomination	nanu_dynamic_ror_ability_all_field_medic_encourage	False
nurgle_abomination	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
nurgle_abomination	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	False
nurgle_abomination	nanu_dynamic_ror_ability_all_frostfire_tempest	False
nurgle_abomination	nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	False
nurgle_abomination	nanu_dynamic_ror_ability_all_frozen_tomb	False
nurgle_abomination	nanu_dynamic_ror_ability_all_frozen_tomb_aoe	False
nurgle_abomination	nanu_dynamic_ror_ability_all_hunter_snare	False
nurgle_abomination	nanu_dynamic_ror_ability_all_hunter_trap	False
nurgle_abomination	nanu_dynamic_ror_ability_all_magma_storm	False
nurgle_abomination	nanu_dynamic_ror_ability_all_searing_doom	False
nurgle_abomination	nanu_dynamic_ror_ability_all_unstable_winds	False
nurgle_abomination	nanu_dynamic_ror_ability_all_urannons_thunderbolt	False
