unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!@Deer24batuoniya
BJQS	nanu_dynamic_ror_ability_all_arcane_blast	False
BJQS	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_healing	False
BJQS	nanu_dynamic_ror_ability_all_aura_of_hexing	False
BJQS	nanu_dynamic_ror_ability_all_barrier_boost	False
BJQS	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
BJQS	nanu_dynamic_ror_ability_all_chain_lightning	False
BJQS	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
BJQS	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
BJQS	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
BJQS	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
BJQS	nanu_dynamic_ror_ability_all_field_medic_encourage	False
BJQS	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
BJQS	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	False
BJQS	nanu_dynamic_ror_ability_all_frostfire_tempest	False
BJQS	nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	False
BJQS	nanu_dynamic_ror_ability_all_frozen_tomb	False
BJQS	nanu_dynamic_ror_ability_all_frozen_tomb_aoe	False
