unit	purchasable_effect	is_exclusive
#unit_purchasable_effect_sets_tables;0;db/unit_purchasable_effect_sets_tables/!!!17C_Deithland_Main
emp_autofalcon	nanu_dynamic_ror_ability_all_arcane_blast	False
emp_autofalcon	nanu_dynamic_ror_ability_all_arcane_blast_magic_attacks_ammo_type_magic	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_magic_attacks_ammo_type_magic	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_piercing_magic_attacks_ammo_type_magic	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_ensorcelling_poison_contact_magic_attacks_ammo_type_poison	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_healing	False
emp_autofalcon	nanu_dynamic_ror_ability_all_aura_of_hexing	False
emp_autofalcon	nanu_dynamic_ror_ability_all_barrier_boost	False
emp_autofalcon	nanu_dynamic_ror_ability_all_chain_lightining_urannons_thunderbolt	False
emp_autofalcon	nanu_dynamic_ror_ability_all_chain_lightning	False
emp_autofalcon	nanu_dynamic_ror_ability_all_ensorcelled_weapons_flaming_arcane_fire_attacks_ammo_type_arcane_fire	False
emp_autofalcon	nanu_dynamic_ror_ability_all_ensorcelled_weapons_magic_attacks_ammo_type_magic	False
emp_autofalcon	nanu_dynamic_ror_ability_all_ensorcelled_weapons_piercing_magic_attacks_ammo_type_magic	False
emp_autofalcon	nanu_dynamic_ror_ability_all_ensorcelled_weapons_poison_contact_magic_attacks_ammo_type_poison	False
emp_autofalcon	nanu_dynamic_ror_ability_all_field_medic_encourage	False
emp_autofalcon	nanu_dynamic_ror_ability_all_freezing_aura_contact_freezing_attacks_ammo_type_frozen	False
emp_autofalcon	nanu_dynamic_ror_ability_all_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	False
emp_autofalcon	nanu_dynamic_ror_ability_all_frostfire_tempest	False
emp_autofalcon	nanu_dynamic_ror_ability_all_frostfire_tempest_contact_frostfire_attacks_ammo_type_frozen	False
emp_autofalcon	nanu_dynamic_ror_ability_all_frozen_tomb	False
emp_autofalcon	nanu_dynamic_ror_ability_all_frozen_tomb_aoe	False
emp_autofalcon	nanu_dynamic_ror_ability_all_hunter_snare	False
emp_autofalcon	nanu_dynamic_ror_ability_all_hunter_trap	False
emp_autofalcon	nanu_dynamic_ror_ability_all_magma_storm	False
emp_autofalcon	nanu_dynamic_ror_ability_all_searing_doom	False
emp_autofalcon	nanu_dynamic_ror_ability_all_unstable_winds	False
emp_autofalcon	nanu_dynamic_ror_ability_all_urannons_thunderbolt	False
emp_autofalcon	nanu_dynamic_ror_ability_all_wake_of_fire_flaming_sword_of_rhuin_contact_scorching_flaming_attacks_ammo_type_flaming	False
emp_autofalcon	nanu_dynamic_ror_ability_empire_all_blessing_of_morr_undying_will_attribute_immPsy	False
emp_autofalcon	nanu_dynamic_ror_ability_empire_all_blessing_of_ranald_luck_of_ranald	False
