key	animation	entity	audio_armour_type	variant	voiceover
#mounts_tables;10;db/mounts_tables/!!!cf-Ksl-units
cf_dazh_horse_mount	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	cf_dazh_horse_mount	wh_main_vo_culture_Horse
cf_frost_pegasus_mount	hr1_pegasus	wh_main_flying_pegasus_hero_blood	leather	cf_frost_pegasus_mount	wh_main_vo_culture_Pegasus
cf_gryphon_horse_mount	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	cf_gryphon_horse_mount	wh_main_vo_culture_Horse
cf_horse_ice_mount	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	cf_horse_ice_mount	wh_main_vo_culture_Horse
cf_kvaskrovka_warhorse_mnt	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	leather	cf_kvaskrovka_warhorse_mnt	wh_main_vo_culture_Horse
cf_little_grom_ice_mount	be1_wh3_warbear_warsled_draught	wh3_main_vehicle_little_grom	plate	cf_little_grom_ice_mount	wh_main_vo_culture_Kislev
cf_mnt_streltsi_horse	hr1_warhorse	wh_main_cavalry_standard_blood	leather	cf_mnt_streltsi_horse	wh_main_vo_culture_Horse
cf_mount_black_bear	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_blood	plate	cf_mount_black_bear	wh_main_vo_culture_Kislev
cf_tzar_guard_cav_mount	hr1_warhorse	wh3_main_ksl_mnt_barded_horse_hero	plate	cf_tzar_guard_cav_mount	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_war_bear_draught_war_sled_heavy	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_light_war_sled_blood	plate	wh3_main_ksl_mnt_war_bear_draught_heavy	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_draught_war_sled_light	be1_wh3_warbear_warsled_draught	wh3_main_ksl_cav_war_bear_draught_light_war_sled_blood	plate	wh3_main_ksl_mnt_war_bear_draught_light	wh_main_vo_culture_Kislev
