unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/!!!!kitties
jag1		-1	melee_infantry	1	false	jag1	34	0	1450	wh_main_shp_transport	1	1	80	1400	300	medium		0	true	wh3_main_vo_culture_Cathay	wh2_main_skv_infantry_sword_death_runners	3	false	chs_archaon		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Jaguar_Assassin	0	true	false	6	false	false		0.0000	true	1	false
speartiga		-1	melee_infantry	1	false	speartiga	34	0	1050	wh_main_shp_transport	1	1	80	850	230	medium		0	true	wh3_main_vo_culture_Cathay	infantry_spear	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	true	1	false
gorilla1		-1	melee_infantry	2	false	gorilla1	12	0	1150	wh_main_shp_transport	1	1	80	1100	300	heavy		0	true	wh_main_vo_culture_Dire_Wolves_WarHound	monstrous_infantry	3	false	wh3_dlc26_kho_bloodbeasts_of_khorne		false		450.0000	700.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false		0.0000	true	1	false
shieldtiga		-1	melee_infantry	1	false	shieldtiga	34	0	1050	wh_main_shp_transport	1	1	80	950	230	medium		0	true	wh3_main_vo_culture_Cathay	infantry_sword	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	false	1	false
dagatiga		-1	melee_infantry	1	false	dagatiga	34	0	1050	wh_main_shp_transport	1	1	80	850	230	medium		0	true	wh3_main_vo_culture_Cathay	wh2_main_skv_infantry_sword_death_runners	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	true	1	false
commandertiga		-1	hero	1	false	commandertiga	1	0	950	wh_main_shp_transport	1	1	80	1100	275	medium		0	true	wh3_main_vo_culture_Cathay	tigavanguard	0	true	kho_general_foot		true		450.0000	700.0000	false	vo_culture_None	true	cou_vo_actor_Chandra_Vanguard	0	true	false	6	false	false		0.0000	false	1	false
2hswtiga		-1	melee_infantry	1	false	2hswtiga	34	0	1150	wh_main_shp_transport	1	1	80	950	250	medium		0	true	wh3_main_vo_culture_Cathay	infantry_sword_great	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	true	1	false
cthcommander		-1	lord	1	false	cthcommander	1	0	1000	wh_main_shp_transport	1	1	80	1100	275	medium		0	true	wh3_main_vo_culture_Cathay	lord_infantry_sword_great	0	true	kho_general_foot		true		450.0000	700.0000	false	vo_culture_None	true	cou_vo_actor_Jade_Claw	0	true	false	6	false	false		0.0000	false	1	false
berstiga		-1	melee_infantry	1	false	berstiga	34	0	1500	wh_main_shp_transport	1	1	80	1300	230	medium		0	true	wh3_main_vo_culture_Cathay	wh_dlc04_emp_flagelllents	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	false	1	false
jaguar1hero		-1	hero	1	false	jaguar1hero	1	0	950	wh_main_shp_transport	1	1	80	1100	275	medium		0	true	wh_main_vo_culture_Dire_Wolves_WarHound	jag1hero	0	true	chs_archaon		true		450.0000	700.0000	false	vo_culture_None	true	wh_vo_actor_silent	0	true	false	6	false	false		0.0000	false	1	false
arshieldtiga		-1	melee_infantry	1	false	arshieldtiga	34	0	1150	wh_main_shp_transport	1	1	80	950	250	medium		0	true	wh3_main_vo_culture_Cathay	infantry_sword	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	true	1	false
halbtiga		-1	melee_infantry	1	false	halbtiga	34	0	1150	wh_main_shp_transport	1	1	80	950	250	medium		0	true	wh3_main_vo_culture_Cathay	infantry_spear_halberd	3	false	kho_general_foot		false		450.0000	700.0000	false	vo_culture_None	false	cou_vo_actor_Tiger_Warrior	0	true	false	6	false	false		0.0000	true	1	false
